Repeat,Season,PopulationSize,HaveBorn,AverageIC,SD
34,34,4699,7647,0.18163,0.0347853
34,35,5737,9324,0.182036,0.0323383
34,36,6964,11305,0.182674,0.0305706
34,37,8520,13781,0.18252,0.02819
34,38,10376,16769,0.18273,0.0261071
35,0,7,7,0,0
35,1,9,10,0,0
35,2,12,15,0,0
35,3,14,18,0.0416667,0.0973124
35,4,16,21,0.0769231,0.120096
35,5,23,31,0.09375,0.125
35,6,34,44,0.141304,0.126717
35,7,43,53,0.161765,0.121268
35,8,52,69,0.185897,0.11059
35,9,62,83,0.191875,0.109354
35,10,70,98,0.209978,0.0986011
35,11,82,117,0.226679,0.086415
35,12,106,149,0.237076,0.0793955
35,13,128,185,0.241115,0.0841435
35,14,157,235,0.24632,0.0816838
35,15,196,293,0.255034,0.0815691
35,16,234,345,0.253351,0.0827506
35,17,281,418,0.26112,0.0802602
35,18,352,517,0.261833,0.0777389
35,19,432,643,0.262961,0.0736711
35,20,521,780,0.266148,0.0697939
35,21,608,935,0.266314,0.0682275
35,22,736,1136,0.266747,0.0641794
35,23,895,1379,0.270678,0.0607803
35,24,1072,1686,0.271416,0.0578503
35,25,1305,2039,0.273563,0.0554523
35,26,1558,2483,0.274383,0.0530533
35,27,1877,2991,0.274377,0.0508555
35,28,2310,3657,0.274944,0.0476253
35,29,2755,4406,0.275691,0.0446734
35,30,3283,5278,0.275645,0.0417114
35,31,3944,6340,0.275985,0.0397689
35,32,4750,7625,0.275981,0.0376942
35,33,5746,9240,0.276276,0.0353811
35,34,6920,11107,0.276417,0.0337009
35,35,8345,13402,0.276652,0.0317048
35,36,10070,16175,0.276888,0.029921
36,0,10,10,0,0
36,1,10,10,0,0
36,2,14,17,0,0
36,3,20,23,0.0357143,0.0907841
36,4,24,29,0.075,0.117541
36,5,28,37,0.0833333,0.120761
